-3.160811883229055397e+01 -2.954397214469602773e+01
6.772502908168664959e+00 9.554470297925155009e+00
4.645145197356216471e+01 1.531770968715708747e+01
2.489066375339118409e+01 1.535698708517353417e+01
2.477148092712738858e+01 4.613067360728213373e+01
-4.916117020584464825e+01 -3.935556233022806794e+01
-2.012962862306184775e+01 1.564111830822699822e+01
3.098125525409347603e+01 3.721759137242830207e+01
4.646475973719302033e+01 2.236853469199534672e+01
1.424753278958412750e+01 2.174536208124137104e+01
-3.240099278070351918e+00 -1.744153224606221997e+01
-6.035539411519053488e+00 2.296890827468514118e+01
4.940145858999619577e+01 1.768737117737699904e+01
2.908225178477885464e+01 -3.290857422075655592e+01
-4.731507242100644106e+01 3.003702439254607270e+01
4.037225382170001353e+01 -4.753237895707347604e+01
-8.252681554114071893e-01 2.625516734985788858e+00
9.636601041938053669e+00 -4.480424548974664134e+01
3.950895280539211996e+01 2.282661803271173184e+01
3.183500113899144779e+01 2.227528344482809786e-02
3.101894088032547359e+01 -4.040314742554333804e+01
-2.810499562679065377e+01 -2.412809383968874499e+01
-3.189424604706481148e+00 -4.062679739651908761e+00
2.095097802091789774e+01 -3.219469941164619087e+01
3.144988435963402829e+00 -3.322577712135142747e+01
2.688139184058102416e+01 4.281705491153226717e+01
1.094936579935035326e+01 -3.498165053311183215e+01
-1.037329630600458685e+00 -1.226550461667743619e+01
3.486014119777788522e+01 4.110972286316726354e+01
-1.161512788427114806e+01 -1.845040966038761354e+01
6.839415279542404136e+00 -3.121819649756002590e+01
-3.741584561726297409e+01 1.875958050444918968e+01
2.996067179474018971e+01 7.353656519864316010e+00
4.732299815994849013e+01 1.340543771374785820e+01
3.884217248114267562e+01 -4.585241242535675887e-01
-1.483834701097878117e+01 2.142303685445206085e+01
3.929116447915492749e-01 -2.743623934793605201e+01
-2.550255597581358913e+01 2.928007000495905743e+01
-4.827585488630936617e-01 4.150936733997764350e+01
4.453718338750177708e+01 3.323222965521577255e+00
-2.475074054425733294e+01 2.208620581748479594e+01
-1.325612362054227056e+01 -1.351557088946742091e-01
-2.734249525375441792e+01 -1.464343532539530379e+01
1.508517866232056370e+01 -1.870671046948480054e+01
2.687354471693397073e+01 2.818371033712542228e+01
3.524094829407250273e+01 4.499057401519872457e+01
-3.926770877989558528e+01 4.107253559654026986e+01
-1.639448380875138156e+01 3.263804268146445509e+01
3.981006351198467996e+01 -4.572846956636669091e+01
-3.042050009112035980e+01 -2.054986780428955484e+01
1.269998805719290047e+01 -4.137768948772478694e+01
-3.570549801877903917e+01 1.582651923093170154e+00
1.893413296582980720e+01 3.566258107898887886e+01
1.473616833221110767e+01 8.161867553073987480e+00
2.111159550984596933e+01 -2.475831429534751749e+01
4.001596834826075622e+01 -5.770630709371604716e+00
-4.794791753432880199e+01 4.596610139968157682e+01
1.522254224477255136e+01 1.320625010467368909e+00
1.823563831377039790e+01 -1.045960937082890396e+00
4.264901712574321380e+01 1.587977216865044117e+00
-4.278401182630688027e+01 6.750829819906356555e+00
1.152431837237443091e+01 4.415462944696400882e+01
-8.463664527899705803e+00 -2.355600254245165814e+01
-4.026068346342213999e+01 -1.415577812199830809e+00
-3.533713713904695908e+00 -4.702406830088578005e+01
1.942774618573754708e+01 2.169471123652260047e+01
2.298114232911694188e+01 -8.564898281045429940e+00
-4.849011552058409791e+01 4.089751574841472603e+01
2.893787181103599693e+01 -3.348008308368234509e+01
-1.872140386737289930e+01 1.109453058195960473e+01
-1.355097132811409111e+01 -3.439614107985005376e+01
-3.226961865754481806e+01 3.678896710470460363e+01
-2.099053315555065069e+01 8.517962131466138231e+00
-4.600512409053103546e+00 -8.882186782746115838e+00
3.826344451768417798e+01 1.927080147947489763e+01
-2.207266448042495455e+01 -4.355597688147165059e+01
-3.013763862411510530e+01 4.316827447029557874e+01
3.544135677806904283e+01 4.547347345609252045e+01
-4.477466517568270632e+01 7.947168059093401737e+00
-1.950373335087063342e+00 -4.782910210244357785e+01
-1.263795362656050614e+01 -8.590819882344080227e+00
1.039072339140043510e+01 1.717487273552374916e+01
3.388657004383163951e+01 2.795262083188739766e+01
